Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S95411650,洋燕,Hirundo tahitica,23319,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95412130,洋燕,Hirundo tahitica,23319,7,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:09 AM,eBird - Stationary Count,20,1,,,4,,,石角溪龍神橋
S95412703,赤腰燕,Cecropis striolata,23351,2,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,11:40 AM,eBird - Traveling Count,24,1,.51,,4,,,麻竹坑東坑路
S95454395,東方毛腳燕,Delichon dasypus,23414,40,TW-TXG,,L5612524,台中大雪山IBA--大雪山林道23-35K(標示在29K附近)(Dasyueshan IBA--Dasyueshan Forest-Road 23-35K),24.2345395,120.9654145,2021-10-02,09:11 AM,eBird - Stationary Count,5,1,,,4,,,雪山橋
S95454216,東方毛腳燕,Delichon dasypus,23414,2,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,08:07 AM,eBird - Stationary Count,22,1,,,4,,,下面觀景台的
S95410944,白頭翁,Pycnonotus sinensis,23672,6,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95411650,白頭翁,Pycnonotus sinensis,23672,1,TW-TXG,,L3987481,台中大雪山IBA--大雪山林道0-15K(標記於9K處)(Dasyueshan IBA--Dasyueshan Forest-Road 0-15K),24.2152,120.88393,2021-10-01,10:43 AM,eBird - Stationary Count,12,1,,,4,,,石角溪福泰橋
S95410944,紅嘴黑鵯,Hypsipetes leucocephalus,23854,3,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95414758,棕面鶯,Abroscopus albogularis,24247,3,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95415074,棕面鶯,Abroscopus albogularis,24247,1,TW-TXG,,L9128028,台中大雪山IBA--大雪山林道15-23K(標記在19K處)(Dasyueshan IBA--Dasyueshan Forest-Road 15-23K),24.2482832,120.9184968,2021-10-01,02:07 PM,eBird - Traveling Count,8,1,.459,,4
S95415795,棕面鶯,Abroscopus albogularis,24247,1,TW-TXG,,L2626987,台中大雪山IBA--大雪山林道23.5K(Dasyueshan IBA--Dasyueshan Forest-Road 23.5K),24.2464709,120.9355546,2021-10-01,02:30 PM,eBird - Traveling Count,43,1,.5,,4,,,記到一半跳掉&#xff0c;不知道時間地點有沒有跑掉
S95417088,深山鶯,Horornis acanthizoides,24304,2,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4,,鳥音
S95451573,深山鶯,Horornis acanthizoides,24304,2,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95417088,紅頭山雀,Aegithalos concinnus,24356,4,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4,,鳥音
S95451573,褐頭花翼,Fulvetta formosana,24544,6,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95415074,冠羽畫眉,Yuhina brunneiceps,24643,9,TW-TXG,,L9128028,台中大雪山IBA--大雪山林道15-23K(標記在19K處)(Dasyueshan IBA--Dasyueshan Forest-Road 15-23K),24.2482832,120.9184968,2021-10-01,02:07 PM,eBird - Traveling Count,8,1,.459,,4
S95451573,冠羽畫眉,Yuhina brunneiceps,24643,9,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95410944,斯氏繡眼,Zosterops simplex,24735,4,TW-TXG,,L3624542,台中--東勢林業文化園區(Taichung--Dongshi Forestry Culture Park),24.2442193,120.8344549,2021-10-01,10:19 AM,eBird - Traveling Count,13,1,.498,,4
S95414758,山紅頭,Cyanoderma ruficeps,25080,1,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95415795,山紅頭,Cyanoderma ruficeps,25080,1,TW-TXG,,L2626987,台中大雪山IBA--大雪山林道23.5K(Dasyueshan IBA--Dasyueshan Forest-Road 23.5K),24.2464709,120.9355546,2021-10-01,02:30 PM,eBird - Traveling Count,43,1,.5,,4,,,記到一半跳掉&#xff0c;不知道時間地點有沒有跑掉
S95451573,山紅頭,Cyanoderma ruficeps,25080,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95454216,山紅頭,Cyanoderma ruficeps,25080,1,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,08:07 AM,eBird - Stationary Count,22,1,,,4,,,下面觀景台的
S95415795,頭烏線,Schoeniparus brunneus,25299,1,TW-TXG,,L2626987,台中大雪山IBA--大雪山林道23.5K(Dasyueshan IBA--Dasyueshan Forest-Road 23.5K),24.2464709,120.9355546,2021-10-01,02:30 PM,eBird - Traveling Count,43,1,.5,,4,,,記到一半跳掉&#xff0c;不知道時間地點有沒有跑掉
S95414758,繡眼畫眉,Alcippe morrisonia,25509,4,TW-TXG,,L3866533,台中大雪山IBA--大雪山林道12K(Dasyueshan IBA--Dasyueshan Forest-Road 12K),24.2208817,120.8941362,2021-10-01,01:30 PM,eBird - Traveling Count,16,1,.314,,4
S95417088,台灣噪眉,Trochalopteron morrisonianum,25557,6,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-01,04:20 PM,eBird - Traveling Count,86,1,2.282,,4
S95451573,台灣噪眉,Trochalopteron morrisonianum,25557,2,TW-TXG,,L2395343,台中大雪山IBA--小雪山莊(50K)(Dasyueshan IBA--Xiaoxueshan Lodge (50K)),24.2792643,121.0259056,2021-10-02,05:56 AM,eBird - Traveling Count,114,1,3.327,,4
S95455256,白耳畫眉,Heterophasia auricularis,25599,1,TW-TXG,,L3204811,台中大雪山IBA--收費站(35K)(Dasyueshan IBA--Ticket Booth (35K)),24.2441848,120.9752089,2021-10-02,09:27 AM,eBird - Traveling Count,19,1,.741,,4
S95415074,紋翼畫眉,Actinodura morrisoniana,25622,1,TW-TXG,,L9128028,台中大雪山IBA--大雪山林道15-23K(標記在19K處)(Dasyueshan IBA--Dasyueshan Forest-Road 15-23K),24.2482832,120.9184968,2021-10-01,02:07 PM,eBird - Traveling Count,8,1,.459,,4
S95415074,黃胸藪眉,Liocichla steerii,25695,1,TW-TXG,,L9128028,台中大雪山IBA--大雪山林道15-23K(標記在19K處)(Dasyueshan IBA--Dasyueshan Forest-Road 15-23K),24.2482832,120.9184968,2021-10-01,02:07 PM,eBird - Traveling Count,8,1,.459,,4
